,Ultimate Parent Name,Ultimate Parent ISIN,Asset ID,Latitude,Longitude,Activity Description,ExposureScore_Composite_ModerateHigh_2020,ExposureScore_Composite_ModerateHigh_2030,ExposureScore_Composite_ModerateHigh_2040,ExposureScore_Composite_ModerateHigh_2050,ExposureScore_Composite_ModerateHigh_2060,ExposureScore_Composite_ModerateHigh_2070,ExposureScore_Composite_ModerateHigh_2080,ExposureScore_Composite_ModerateHigh_2090
31153,China,,431265,28.32227,120.775,Bank Branch,78,80,81,82,86,87,88,90
21760,China,,608133,30.66688,104.0789,Bank Branch,64,69,66,71,75,78,81,81
5614,China,,429092,43.82562,87.58049,Bank Branch,80,80,79,81,81,81,82,85
43575,China,,607859,29.72382,115.9816,Bank Branch,67,70,73,75,78,78,81,83
48897,SASAC,,124719,23.61596,112.2979,Electric Plant,69,70,70,71,73,73,74,77
12838,China,,499905,40.71898,120.9358,Bank Branch,76,78,75,78,80,77,82,83
38582,China,,493595,34.53358,108.2331,Bank Branch,74,76,78,82,84,87,87,89
43694,China,,773543,30.28274,120.0172,Bank Branch,76,77,77,80,82,81,82,83
51390,Guangzhou R&F Properties Co.,CNE100000569,10138870,36.18202,117.08028,Hotel,75,77,75,74,74,74,74,75
9450,China,,413856,22.62965,110.1554,Bank Branch,67,67,69,69,71,73,73,75
20390,China,,454666,33.07562,107.0185,Bank Branch,63,65,62,68,72,73,74,75
10682,China,,831076,39.09273,117.1157,Bank Branch,65,67,62,57,60,59,62,61
35691,Bank of Comms Co. Ltd.,CNE100000205,357727,40.68368,122.266,Bank Branch,70,69,67,67,66,67,71,70
20965,China,,449926,33.61559,114.6531,Bank Branch,61,63,62,64,65,65,67,69
22797,China,,813327,30.20662,120.1994,Bank Branch,68,68,68,73,76,74,75,77
48313,China,,445526,31.33799,121.4894,Bank Branch,70,72,73,75,79,80,81,83
56238,China,,422996,40.58651,109.9205,Bank Branch,76,76,81,80,83,84,85,85
1915,China,,837030,37.07386,80.18347,Bank Branch,83,77,81,76,72,77,75,76
4395,Industrial Bank,CNE000001QZ7,716471,37.95004,109.2838,Bank Branch,82,82,82,81,85,85,85,87
8209,China,,495081,30.45084,106.6299,Bank Branch,71,74,73,77,82,86,87,89
35692,Bank of Comms Co. Ltd.,CNE100000205,358086,31.83059,119.9713,Bank Branch,64,67,64,68,72,72,73,74
49365,China,,836729,28.29356,117.231,Bank Branch,69,70,73,75,77,78,81,81
36827,China,,832921,43.83741,125.2676,Bank Branch,79,80,79,81,82,81,86,86
2389,China,,499645,21.5108,111.008,Bank Branch,71,72,75,73,79,80,82,83
52056,Beijing Rural Commercial Bank,,346215,40.17166,116.6624,Bank Branch,76,75,74,72,73,71,73,73
13591,China,,420151,32.04914,118.7461,Bank Branch,61,63,62,67,70,70,70,74
39352,China,,836278,33.00084,118.5143,Bank Branch,61,63,62,68,70,69,69,73
13736,China,,416710,46.84405,133.2482,Bank Branch,75,75,76,83,85,87,89,89
1417,Dongguan Rural Comm Bk Co. Ltd,CNE100004QH8,843762,22.93132,113.6626,Bank Branch,66,65,64,66,69,70,72,73
619,China,,500840,36.61279,114.4559,Bank Branch,76,78,75,70,69,72,72,72
9186,China,,421501,27.80387,114.9387,Bank Branch,65,69,68,68,72,72,74,76
55631,SASAC,,332857,35.333044,116.632234,Other Industrial,78,82,80,80,79,81,82,83
28228,China,,597069,39.96807,116.2947,Bank Branch,78,79,78,75,77,76,77,78
21376,China,,424391,36.95717,118.0862,Bank Branch,71,69,67,66,67,65,67,68
36971,Industrial Bank,CNE000001QZ7,347245,43.87118,125.3766,Bank Branch,79,80,79,81,82,81,86,86
13079,Hyundai Motor Co.,KR7005380001,33120153,33.35,120.2,Light Vechicles,66,68,68,76,77,80,81,83
37637,China,,386457,39.32635,112.4241,Bank Branch,75,72,69,66,63,64,65,64
25356,China,,837086,29.57754,106.5301,Bank Branch,67,67,65,69,74,77,77,80
30358,China,,412094,23.29743,116.1693,Bank Branch,72,72,72,73,74,76,78,80
40773,SASAC,,205917,46.76239,82.98325,Electric Plant,74,75,74,74,72,76,76,82
16466,China,,415314,39.58552,118.8024,Bank Branch,66,71,66,68,68,70,74,74
38481,China,,414959,39.06918,116.6948,Bank Branch,63,65,62,58,60,58,61,61
24701,China,,695625,31.27209,121.5836,Bank Branch,79,80,81,83,86,86,87,88
28584,Bank of Jinzhou,CNE1000023B0,840096,41.2661,123.1724,Bank Branch,75,74,71,75,75,74,80,80
46872,China,,387960,28.1978,113.0089,Bank Branch,66,68,68,70,72,73,75,76
32848,China,,427398,30.78236,106.1084,Bank Branch,66,69,66,72,75,76,78,81
1558,Hua Xia Bank,CNE000001FW7,878200,25.59734,100.2463,Bank Branch,66,66,69,72,76,82,84,85
4427,China,,417066,48.03776,125.8811,Bank Branch,74,71,73,76,79,78,81,83
18335,China,,415559,32.12301,114.0688,Bank Branch,67,70,70,72,75,74,77,77
17437,China,,496669,30.25734,120.1932,Bank Branch,66,68,68,72,75,73,75,76
39166,China,,603958,39.8283,118.1605,Bank Branch,77,79,77,76,77,77,79,79
51751,Bank of Comms Co. Ltd.,CNE100000205,357268,39.02231,117.6526,Bank Branch,64,66,61,59,60,59,62,62
1109,Bank Beijing,CNE100000734,786857,39.40616,117.0649,Bank Branch,79,81,79,78,79,78,80,80
21189,China,,389852,36.72038,119.1496,Bank Branch,77,81,77,77,77,79,80,83
43400,Ping An Ins (Grp) Co. CN Ltd,CNE1000003X6,763534,24.51516,118.0882,Bank Branch,71,69,71,73,71,74,77,78
44437,Tech-Bank Food,CNE100000056,28153187,32.059093,118.627894,Company Headquarters,61,63,62,67,70,70,70,74
12774,Chang'an Bank Co.,,519826,33.08617,107.019,Bank Branch,63,65,62,68,72,73,74,75
40528,China,,420720,33.95123,118.3005,Bank Branch,58,63,63,65,68,66,68,70
27560,China,,426809,31.30089,121.4134,Bank Branch,70,72,73,75,79,80,81,83
20159,Jiangsu Jiangyin Rural Comm Bk,CNE100002BL6,518842,32.67854,118.9975,Bank Branch,61,64,63,68,69,69,71,74
19520,China,,583873,31.46328,104.7354,Bank Branch,69,74,72,76,80,82,83,84
6510,China,,501595,41.11204,121.1132,Bank Branch,73,74,71,76,75,73,78,79
27752,China,,428577,32.50726,79.67797,Bank Branch,72,69,69,70,70,71,74,74
55376,China,,837586,27.5102,108.2159,Bank Branch,66,70,73,77,82,86,86,89
41114,China Zheshang Bank Ltd,CNE1000025S9,789942,31.28123,121.4506,Bank Branch,79,80,81,83,86,86,87,88
40599,China,,426927,30.72878,105.4128,Bank Branch,73,78,77,83,87,90,91,92
10815,China,,411422,23.36281,116.6875,Bank Branch,69,71,71,72,74,74,77,80
41868,Henderson Dev. Ltd.,,10198660,40.04345,116.52072,Multi-Use,76,75,74,72,73,72,74,73
37537,SASAC,,105682,41.813889,114.375833,Electric Plant,78,74,74,76,79,79,82,84
28072,China,,296622,38.02205,114.5152,Bank Branch,76,75,73,67,66,66,67,67
55936,China,,430205,30.27082,120.1547,Bank Branch,76,77,77,80,82,81,83,83
10191,China,,584311,47.34103,123.9726,Bank Branch,69,66,68,69,71,71,73,74
22860,China,,409541,33.70505,116.4256,Bank Branch,74,80,80,81,84,84,85,86
13504,China,,413990,25.15488,105.0041,Bank Branch,69,71,76,80,85,90,90,91
37778,China,,431305,30.01351,105.8008,Bank Branch,73,78,77,84,87,90,91,92
52238,Ping An Ins (Grp) Co. CN Ltd,CNE1000003X6,292936,39.97881,116.3629,Bank Branch,78,79,78,75,77,76,77,78
16077,Bank of Comms Co. Ltd.,CNE100000205,358098,31.75928,119.9246,Bank Branch,75,77,75,78,80,80,81,82
47869,KKR & Co.,US48251W1045,3078416,31.230416,121.473701,Instn Address,79,80,81,84,86,86,87,88
21857,Bank of Tianjin Co. Ltd.,CNE100002623,788020,38.84565,117.4701,Bank Branch,71,70,64,59,61,61,63,64
46901,China Merchants Bank,CNE000001B33,827350,22.24176,113.5506,Bank Branch,75,75,76,78,79,81,83,84
4178,China,,421314,26.33625,115.3562,Bank Branch,70,71,74,76,79,81,84,83
18519,China Merchants Bank,CNE000001B33,319026,32.04905,118.7927,Bank Branch,62,63,62,68,69,71,70,73
27120,Guangzhou Haige Comms Grp,CNE100000T24,4971438,23.143659,113.447758,Company Headquarters,67,69,68,70,74,74,76,78
34413,China,,411551,23.0861,113.9535,Bank Branch,65,65,63,66,68,68,70,72
28808,China,,430832,29.96197,122.3171,Bank Branch,77,80,82,85,87,87,91,91
52142,China,,412595,23.66593,116.6382,Bank Branch,68,69,69,70,71,73,75,78
49704,KWG Group Holdings Ltd.,KYG532241042,10178073,31.53265,120.28884,Multi-Use,77,78,78,80,82,83,84,85
50631,China Zheshang Bank Ltd,CNE1000025S9,306814,30.26538,120.1282,Bank Branch,78,80,81,85,86,86,88,88
42037,China,,318024,30.68239,104.0061,Bank Branch,64,69,66,71,75,78,81,81
1371,Midea Dev. Holding (BVI) Ltd.,,10197287,32.79626,119.47874,Multi-Use,67,68,69,76,77,80,80,82
5125,SASAC,,10113084,28.25211,113.08091,Multi-Use,65,68,67,69,72,72,74,76
24748,China,,836937,32.2823,105.5259,Bank Branch,65,70,70,78,82,85,87,88
20181,Bank of Comms Co. Ltd.,CNE100000205,357811,36.10507,120.3608,Bank Branch,79,80,82,80,82,84,84,87
25564,China,,449497,37.4868,117.5037,Bank Branch,76,78,77,74,73,75,77,78
29609,China,,493012,28.62314,115.9026,Bank Branch,64,66,67,67,71,72,73,75
36966,Industrial Bank,CNE000001QZ7,785718,38.91608,121.6102,Bank Branch,65,67,68,70,75,74,77,80
49558,China Merchants Bank,CNE000001B33,318859,30.17693,120.2682,Bank Branch,67,69,69,74,76,74,76,78
37392,China,,454477,24.52975,103.7682,Bank Branch,68,74,79,83,87,91,92,92
12223,Shanghai Pudong Development,CNE0000011B7,465340,39.90891,116.4632,Bank Branch,78,79,78,75,78,76,77,78
52822,Shougang Group Co. Ltd.,,69919,39.97996,118.56886,Mining Property,77,79,77,77,77,78,80,80
22312,China,,425591,37.93803,112.4879,Bank Branch,80,81,82,81,83,84,86,85
49652,China,,492001,19.50697,109.5831,Bank Branch,72,72,74,75,78,81,85,85
32443,China,,453836,30.68942,103.8422,Bank Branch,64,69,65,72,75,79,80,80
42728,China,,420305,31.92387,119.4484,Bank Branch,76,78,78,82,85,85,85,88
22759,China,,455023,34.58097,105.7242,Bank Branch,74,79,77,79,83,83,84,86
54320,China,,389800,37.55048,121.3493,Bank Branch,68,71,70,71,71,73,76,76
9374,Bank Beijing,CNE100000734,408154,40.07025,116.2276,Bank Branch,77,75,74,72,72,71,73,74
10059,China,,491173,31.22232,121.4448,Bank Branch,79,80,81,84,86,86,87,88
27430,China,,416329,32.39412,115.0075,Bank Branch,69,75,76,79,83,83,84,85
37724,China,,317616,40.8127,111.7014,Bank Branch,81,79,79,78,81,80,81,83
16281,China,,498900,23.31643,107.5832,Bank Branch,69,71,73,73,76,79,77,80
33958,Guangzhou R&F Properties Co.,CNE100000569,10085990,26.05693,119.31598,Office,73,74,74,76,76,79,80,81
9067,China,,416570,35.28173,113.9334,Bank Branch,74,76,75,72,73,73,72,74
12433,China,,423767,36.81291,117.4915,Bank Branch,70,70,67,67,65,65,67,67
37303,China,,454453,23.35463,103.3884,Bank Branch,70,76,78,78,80,84,84,85
54532,China,,412433,24.50009,116.4092,Bank Branch,72,75,76,77,77,76,79,79
15470,China,,430010,24.35104,102.5503,Bank Branch,75,81,84,83,85,88,89,89
32058,China,,502235,31.71855,118.4943,Bank Branch,62,64,65,67,71,70,71,72
42524,Bank of Jiangsu Co. Ltd.,CNE100002G76,529122,31.47036,119.9261,Bank Branch,77,79,80,83,86,86,88,89
20661,China,,421927,39.68481,122.9679,Bank Branch,66,67,67,72,75,74,79,79
26110,China,,431132,28.69754,121.4494,Bank Branch,80,81,82,83,86,88,89,90
13342,China,,494993,29.44057,111.6466,Bank Branch,67,67,72,73,80,80,82,83
26407,China Vanke Co,CNE0000000T2,10103032,31.85316,117.24146,Residential,66,70,70,71,74,73,76,76
53951,Country Garden Holdings,KYG245241032,10200903,23.02512,113.97077,Multi-Use,66,66,64,67,69,69,71,73
9906,China,,388953,39.10468,117.2144,Bank Branch,66,67,62,58,60,59,62,62
35932,China,,832003,36.19912,117.1257,Bank Branch,76,77,75,74,74,74,74,75
49372,China,,443732,37.06065,114.4712,Bank Branch,77,79,76,70,69,71,71,71
52313,China,,394723,24.73633,118.6208,Bank Branch,69,68,70,72,73,74,77,79
19356,China,,495307,38.83387,110.4998,Bank Branch,82,84,83,82,84,85,85,87
7449,Modern Times Dev. Ltd.,,10200441,25.94662,119.49386,Residential,71,71,72,75,74,77,80,81
5411,China,,837228,22.89864,112.8701,Bank Branch,63,65,64,65,68,68,71,73
20886,China,,451393,27.08081,112.9473,Bank Branch,69,74,75,77,79,80,84,85
31410,China,,499628,31.30279,120.6456,Bank Branch,77,78,78,81,83,83,85,86
40994,Bank of Jiangsu Co. Ltd.,CNE100002G76,590060,33.77152,120.276,Bank Branch,62,65,67,71,72,74,75,78
41166,Ping An Ins (Grp) Co. CN Ltd,CNE1000003X6,762689,30.68459,104.0022,Bank Branch,64,69,66,71,75,78,81,81
565,China,,502058,36.11415,120.5428,Bank Branch,80,82,82,81,84,86,87,89
8000,China,,789077,24.92605,102.4859,Bank Branch,77,79,85,87,90,93,94,94
5562,China,,423167,41.32321,111.2363,Bank Branch,85,83,84,83,86,86,88,89
2888,China,,500984,34.75533,113.004,Bank Branch,75,80,82,81,83,83,84,85
21204,Chongqing Rural Commercial,CNE100000X44,290002,29.34488,106.1024,Bank Branch,69,71,70,77,81,86,86,88
15477,China,,497637,34.67563,112.4776,Bank Branch,72,78,79,78,80,81,80,82
43727,China,,444331,38.925,121.6553,Bank Branch,65,67,68,70,75,74,77,80
44886,China,,767062,39.59213,121.4928,Bank Branch,69,72,69,72,75,75,81,81
16553,Longfor Group,KYG5635P1090,10158195,24.58138,118.23305,Shopping Center,73,72,76,77,78,80,84,85
34751,Buttonwood Invt Hldg Co Ltd,,549140,32.08597,118.7525,Bank Branch,62,63,62,68,69,71,70,73
43852,Beijing Rural Commercial Bank,,346063,39.85262,116.1965,Bank Branch,78,79,78,69,72,70,72,73
11851,Guangzhou R&F Properties Co.,CNE100000569,10032312,40.10196,113.35426,Multi-Use,79,76,75,68,67,66,67,69
11742,Country Garden Holdings,KYG245241032,10213682,21.74718,111.61937,Multi-Use,72,72,72,72,78,80,81,82
10669,China,,453461,29.59568,103.7496,Bank Branch,63,66,64,71,74,76,76,76
47645,China,,448317,24.90416,118.6004,Bank Branch,72,70,72,74,73,75,77,80
20733,Bank of Comms Co. Ltd.,CNE100000205,844257,31.89479,121.1893,Bank Branch,67,70,70,73,77,77,80,82
29815,Chen Ting Sen (PTC) Ltd.,,10182993,31.28821,118.38998,Residential,66,68,70,74,78,76,79,80
26474,Bank Jining,,841798,35.39941,116.332,Bank Branch,76,79,77,77,77,78,78,79
34534,China,,419245,42.87373,130.3793,Bank Branch,67,65,69,74,77,76,81,83
31131,SASAC,,282127,46.19889,124.4175,Electric Plant,74,74,75,74,78,77,80,81
14972,China,,447005,29.14416,121.0068,Bank Branch,76,78,78,82,84,85,88,89
44826,Tianjin Rural Comm Bk Co. Ltd.,,825761,39.21686,117.1336,Bank Branch,59,63,58,55,58,57,60,59
13374,China Merchants Bank,CNE000001B33,319247,37.80883,112.5529,Bank Branch,78,79,79,77,79,80,81,80
11583,China Merchants Bank,CNE000001B33,318622,39.88076,116.3894,Bank Branch,78,79,78,69,72,70,72,72
5497,China,,419207,43.82967,126.5358,Bank Branch,63,62,58,59,56,58,61,59
36027,Hana Financial Group,KR7086790003,782885,40.12517,116.6439,Bank Branch,76,75,74,72,73,71,73,73
48187,China,,431184,28.17209,120.4878,Bank Branch,77,78,81,82,85,87,88,90
49704,China,,499272,29.71748,120.2389,Bank Branch,70,72,71,74,77,76,78,80
8191,China,,493925,30.69388,121.0387,Bank Branch,75,74,78,82,84,84,86,88
21790,Taiwan Cooperative Financial,TW0005880009,507680,31.31955,120.7126,Bank Branch,77,78,78,81,83,83,85,86
27192,Bank of Comms Co. Ltd.,CNE100000205,597911,34.7252,112.785,Bank Branch,71,77,80,78,80,80,81,82
30510,Bank of Comms Co. Ltd.,CNE100000205,786730,30.75012,121.3273,Bank Branch,75,76,79,83,85,86,88,89
22360,SASAC,,57349,37.062639,120.241688,Electric Plant,77,76,75,74,76,75,77,78
18133,Access Holdings Plc,NGACCESS0005,760840,31.23843,121.5033,Bank Branch,80,80,82,84,86,86,88,88
16417,China,,526947,25.42774,119.0048,Bank Branch,71,71,72,76,76,77,80,81
36099,China,,491268,37.4983,118.4964,Bank Branch,76,79,74,75,74,76,78,79
36942,Bank of Qingdao Co. Ltd.,CNE100002391,705402,37.58711,118.5421,Bank Branch,75,81,79,81,80,81,83,84
20959,China,,832242,27.90992,110.5872,Bank Branch,69,72,74,77,81,83,84,87
